num,G.num,Food.Wastes,Food.Wastes.Clean,Group,pH,TS.Perc,VS.Perc,TOC,TKN,Fat.Perc,Protein.Perc,Carbohydrate.Perc,TP,TK,C.N.Mixture,BMP
1770,FAV.24+BW.46,Tomatoes_AND_Crackers,Tomatoes_AND_Crackers,FAV+BW,0,0,0,0,0,0.074,0.2395,0.687,0,0,0,0
1771,FAV.24+MP.47,Tomatoes_AND_Mixed_meat,Tomatoes_AND_Mixed_meat,FAV+MP,0,0,0,0,0,0.3401,0.26085,0.39955,0,0,0,0
1772,FAV.24+MP.48,Tomatoes_AND_Beef_cooked,Tomatoes_AND_Beef_cooked,FAV+MP,0,0,0,0,0,0.3231,0.3065,0.3709,0,0,0,0
1773,FAV.24+MP.49,Tomatoes_AND_Pork_cooked,Tomatoes_AND_Pork_cooked,FAV+MP,0,0,0,0,0,0.30245,0.2861,0.41695,0,0,0,0
1774,FAV.24+MP.50,Tomatoes_AND_Chicken_cooked,Tomatoes_AND_Chicken_cooked,FAV+MP,0,0,0,0,0,0.3605,0.255,0.385,0,0,0,0
1775,FAV.24+MP.51,Tomatoes_AND_Lamb_cooked,Tomatoes_AND_Lamb_cooked,FAV+MP,0,0,0,0,0,0.2964,0.279,0.4251,0,0,0,0
1776,FAV.24+MP.52,Tomatoes_AND_Ham_scraps,Tomatoes_AND_Ham_scraps,FAV+MP,0,0,0,0,0,0.32265,0.25235,0.4255,0,0,0,0
1777,FAV.24+MP.53,Tomatoes_AND_Sliced_meat,Tomatoes_AND_Sliced_meat,FAV+MP,0,0,0,0,0,0.253,0.2585,0.489,0,0,0,0
1778,FAV.24+MP.54,Tomatoes_AND_Offal,Tomatoes_AND_Offal,FAV+MP,0,0,0,0,0,0.3033,0.25235,0.44485,0,0,0,0
1779,FAV.24+FP.55,Tomatoes_AND_canned_tuna_fish,Tomatoes_AND_canned_tuna_fish,FAV+FP,0,0,0,0,0,0.33475,0.27535,0.3904,0,0,0,0
1780,FAV.24+FP.56,Tomatoes_AND_freeze_fish,Tomatoes_AND_freeze_fish,FAV+FP,0,0,0,0,0,0.3393,0.29715,0.3641,0,0,0,0
1781,FAV.24+FP.57,Tomatoes_AND_fresh_fish,Tomatoes_AND_fresh_fish,FAV+FP,0,0,0,0,0,0.31885,0.33515,0.3465,0,0,0,0
1782,FAV.24+FP.58,Tomatoes_AND_fish_flesh_salmon,Tomatoes_AND_fish_flesh_salmon,FAV+FP,0,0,0,0,0,0.3304,0.26815,0.40195,0,0,0,0
1783,FAV.24+FP.59,Tomatoes_AND_Fish_and_shellfish,Tomatoes_AND_Fish_and_shellfish,FAV+FP,0,0,0,0,0,0.435,0.2263,0.339,0,0,0,0
1784,FAV.24+EP.60,Tomatoes_AND_Whole_egg,Tomatoes_AND_Whole_egg,FAV+EP,0,0,0,0,0,0.38325,0.24025,0.377,0,0,0,0
1785,FAV.24+EP.61,Tomatoes_AND_Cooked_eggs,Tomatoes_AND_Cooked_eggs,FAV+EP,0,0,0,0,0,0.3521,0.2754,0.373,0,0,0,0
1786,FAV.24+EP.62,Tomatoes_AND_Pickled_eggs,Tomatoes_AND_Pickled_eggs,FAV+EP,0,0,0,0,0,0.4071,0.2161,0.37575,0,0,0,0
1787,FAV.24+EP.63,Tomatoes_AND_Raw_eggs,Tomatoes_AND_Raw_eggs,FAV+EP,0,0,0,0,0,0.4133,0.2202,0.367,0,0,0,0
1788,FAV.24+SSG.64,Tomatoes_AND_Sugar,Tomatoes_AND_Sugar,FAV+SSG,0,0,0,0,0,0.024,0.1844,0.7921,0,0,0,0
1789,FAV.24+SSG.65,Tomatoes_AND_Sweet_cream,Tomatoes_AND_Sweet_cream,FAV+SSG,0,0,0,0,0,0.294,0.168,0.5385,0,0,0,0
1790,FAV.24+SSG.66,Tomatoes_AND_Chocolate_pudding,Tomatoes_AND_Chocolate_pudding,FAV+SSG,0,0,0,0,0,0.048,0.17625,0.77625,0,0,0,0
1791,FAV.24+SSG.67,Tomatoes_AND_Cakes,Tomatoes_AND_Cakes,FAV+SSG,0,0,0,0,0,0.1365,0.17245,0.69155,0,0,0,0
1792,FAV.24+SSG.68,Tomatoes_AND_Jelly,Tomatoes_AND_Jelly,FAV+SSG,0,0,0,0,0,0.024,0.1473,0.8292,0,0,0,0
1793,FAV.24+SSG.69,Tomatoes_AND_Mousse,Tomatoes_AND_Mousse,FAV+SSG,0,0,0,0,0,0.11,0.17895,0.71155,0,0,0,0
1794,FAV.24+SSG.70,"Tomatoes_AND_Other_dessert_wafers,etc.","Tomatoes_AND_Other_dessert_wafers,etc.",FAV+SSG,0,0,0,0,0,0.099,0.1785,0.723,0,0,0,0
1795,FAV.24+SS.71,Tomatoes_AND_Condiments,Tomatoes_AND_Condiments,FAV+SS,0,0,0,0,0,0.0403,0.20135,0.75885,0,0,0,0
1796,FAV.24+SS.72,Tomatoes_AND_Canned_soup,Tomatoes_AND_Canned_soup,FAV+SS,0,0,0,0,0,0.0264,0.222,0.7521,0,0,0,0
1797,FAV.24+SS.73,Tomatoes_AND_Soup,Tomatoes_AND_Soup,FAV+SS,0,0,0,0,0,0.0255,0.17545,0.801,0,0,0,0
1798,FAV.24+BEV.74,Tomatoes_AND_Cola_beverage,Tomatoes_AND_Cola_beverage,FAV+BEV,0,0,0,0,0,0.025,0.1465,0.829,0,0,0,0
1799,FAV.24+BEV.75,Tomatoes_AND_Tea_beverage,Tomatoes_AND_Tea_beverage,FAV+BEV,0,0,0,0,0,0.0241,0.258,0.7184,0,0,0,0
1800,FAV.24+BEV.76,Tomatoes_AND_Fruit_juices_orange,Tomatoes_AND_Fruit_juices_orange,FAV+BEV,0,0,0,0,0,0.024,0.24905,0.7275,0,0,0,0
1801,FAV.24+RERW.77,Tomatoes_AND_Food_from_conference,Tomatoes_AND_Food_from_conference,FAV+RERW,0,0,0,0,0,0.09505,0.2224,0.68305,0,0,0,0
1802,FAV.24+RERW.78,Tomatoes_AND_Food_from_hotel,Tomatoes_AND_Food_from_hotel,FAV+RERW,0,0,0,0,0,0.245,0.2755,0.48,0,0,0,0
1803,FAV.24+RERW.79,Tomatoes_AND_Piece_of_pizza,Tomatoes_AND_Piece_of_pizza,FAV+RERW,0,0,0,0,0,0.057,0.2665,0.677,0,0,0,0
1804,FAV.24+RERW.80,Tomatoes_AND_French_fries,Tomatoes_AND_French_fries,FAV+RERW,0,0,0,0,0,0.172,0.17,0.6585,0,0,0,0
1805,FAV.24+RERW.81,Tomatoes_AND_Gravy_tomato_sauce,Tomatoes_AND_Gravy_tomato_sauce,FAV+RERW,0,0,0,0,0,0.0273,0.1703,0.8029,0,0,0,0
1806,FAV.24+OT.82,Tomatoes_AND_Plain_pasta,Tomatoes_AND_Plain_pasta,FAV+OT,0,0,0,0,0,0.054,0.213,0.7335,0,0,0,0
1807,FAV.24+OT.83,Tomatoes_AND_Meat_pasta,Tomatoes_AND_Meat_pasta,FAV+OT,0,0,0,0,0,0.094,0.2395,0.667,0,0,0,0
1808,FAV.24+OT.84,Tomatoes_AND_Rice,Tomatoes_AND_Rice,FAV+OT,0,0,0,0,0,0.029,0.183,0.7885,0,0,0,0
1809,FAV.24+OT.85,Tomatoes_AND_Cafeteria_wastes_CW,Tomatoes_AND_Cafeteria_wastes_CW,FAV+OT,0,0,0,0,0,0.044,0.228,0.7285,0,0,0,0
1810,FAV.24+OT.86,Tomatoes_AND_Tea,Tomatoes_AND_Tea,FAV+OT,0,0,0,0,0,0.02405,0.26,0.71645,0,0,0,0
1811,FAV.24+OT.87,Tomatoes_AND_Spent_coffee_grounds,Tomatoes_AND_Spent_coffee_grounds,FAV+OT,0,0,0,0,0,0.3246,0.3424,0.3335,0,0,0,0
1812,FAV.24+OT.88,Tomatoes_AND_Chocolate,Tomatoes_AND_Chocolate,FAV+OT,0,0,0,0,0,0.192,0.18545,0.62305,0,0,0,0
1813,FAV.25+FAV.26,Cabbage_AND_Onion_spring_onion,Cabbage_AND_Onion_spring_onion,FAV+FAV,0,0,0,0,0,0.0125,0.257,0.7305,0,0,0,0
1814,FAV.25+FAV.27,Cabbage_AND_Pepper,Cabbage_AND_Pepper,FAV+FAV,0,0,0,0,0,0.035,0.1725,0.793,0,0,0,0
1815,FAV.25+FAV.28,Cabbage_AND_Spinach,Cabbage_AND_Spinach,FAV+FAV,0,0,0,0,0,0.0515,0.305,0.6435,0,0,0,0
1816,FAV.25+FAV.29,Cabbage_AND_Sweetcorn,Cabbage_AND_Sweetcorn,FAV+FAV,0,0,0,0,0,0.0445,0.1575,0.7975,0,0,0,0
1817,FAV.25+CCG.30,Cabbage_AND_Confectionary_CCG,Cabbage_AND_Confectionary_CCG,FAV+CCG,0,0,0,0,0,0.02095,0.2109,0.76815,0,0,0,0
1818,FAV.25+FAV.31,Cabbage_AND_Crushed_and_diced_tomatoes,Cabbage_AND_Crushed_and_diced_tomatoes,FAV+FAV,0,0,0,0,0,0.0305,0.217,0.753,0,0,0,0
1819,FAV.25+FAV.32,Cabbage_AND_Green_beans,Cabbage_AND_Green_beans,FAV+FAV,0,0,0,0,0,0.0205,0.2505,0.729,0,0,0,0
1820,FAV.25+FAV.33,Cabbage_AND_Bagged_lettuce_mixes,Cabbage_AND_Bagged_lettuce_mixes,FAV+FAV,0,0,0,0,0,0.0215,0.251,0.7275,0,0,0,0
1821,FAV.25+FAV.34,Cabbage_AND_Canned_peas,Cabbage_AND_Canned_peas,FAV+FAV,0,0,0,0,0,0.0245,0.245,0.7305,0,0,0,0
1822,FAV.25+FAV.35,Cabbage_AND_Canned_fruit,Cabbage_AND_Canned_fruit,FAV+FAV,0,0,0,0,0,0.0075,0.0915,0.901,0,0,0,0
1823,FAV.25+CP.36,Cabbage_AND_Breakfast_cereals,Cabbage_AND_Breakfast_cereals,FAV+CP,0,0,0,0,0,0.0175,0.147,0.8355,0,0,0,0
1824,FAV.25+CP.37,Cabbage_AND_Corn_flakes,Cabbage_AND_Corn_flakes,FAV+CP,0,0,0,0,0,0.011,0.1444,0.8446,0,0,0,0
1825,FAV.25+CP.38,Cabbage_AND_Cheerios,Cabbage_AND_Cheerios,FAV+CP,0,0,0,0,0,0.0098,0.133,0.8572,0,0,0,0
1826,FAV.25+CP.39,Cabbage_AND_Cereal_bar,Cabbage_AND_Cereal_bar,FAV+CP,0,0,0,0,0,0.035,0.1276,0.8374,0,0,0,0
1827,FAV.25+CP.40,Cabbage_AND_Quick_oats,Cabbage_AND_Quick_oats,FAV+CP,0,0,0,0,0,0.041,0.1657,0.7933,0,0,0,0
1828,FAV.25+CP.41,Cabbage_AND_Oatmeal,Cabbage_AND_Oatmeal,FAV+CP,0,0,0,0,0,0.0425,0.152,0.8055,0,0,0,0
1829,FAV.25+BW.42,Cabbage_AND_White_bread,Cabbage_AND_White_bread,FAV+BW,0,0,0,0,0,0.009,0.1435,0.8475,0,0,0,0
1830,FAV.25+BW.43,Cabbage_AND_Sliced_bread,Cabbage_AND_Sliced_bread,FAV+BW,0,0,0,0,0,0.00925,0.14265,0.8481,0,0,0,0
1831,FAV.25+BW.44,Cabbage_AND_Flour,Cabbage_AND_Flour,FAV+BW,0,0,0,0,0,0.012,0.1715,0.8165,0,0,0,0
1832,FAV.25+BW.45,Cabbage_AND_Sandwich,Cabbage_AND_Sandwich,FAV+BW,0,0,0,0,0,0.0985,0.125,0.7765,0,0,0,0
1833,FAV.25+BW.46,Cabbage_AND_Crackers,Cabbage_AND_Crackers,FAV+BW,0,0,0,0,0,0.057,0.1855,0.7575,0,0,0,0
1834,FAV.25+MP.47,Cabbage_AND_Mixed_meat,Cabbage_AND_Mixed_meat,FAV+MP,0,0,0,0,0,0.3231,0.20685,0.47005,0,0,0,0
1835,FAV.25+MP.48,Cabbage_AND_Beef_cooked,Cabbage_AND_Beef_cooked,FAV+MP,0,0,0,0,0,0.3061,0.2525,0.4414,0,0,0,0
1836,FAV.25+MP.49,Cabbage_AND_Pork_cooked,Cabbage_AND_Pork_cooked,FAV+MP,0,0,0,0,0,0.28545,0.2321,0.48745,0,0,0,0
1837,FAV.25+MP.50,Cabbage_AND_Chicken_cooked,Cabbage_AND_Chicken_cooked,FAV+MP,0,0,0,0,0,0.3435,0.201,0.4555,0,0,0,0
1838,FAV.25+MP.51,Cabbage_AND_Lamb_cooked,Cabbage_AND_Lamb_cooked,FAV+MP,0,0,0,0,0,0.2794,0.225,0.4956,0,0,0,0
1839,FAV.25+MP.52,Cabbage_AND_Ham_scraps,Cabbage_AND_Ham_scraps,FAV+MP,0,0,0,0,0,0.30565,0.19835,0.496,0,0,0,0
1840,FAV.25+MP.53,Cabbage_AND_Sliced_meat,Cabbage_AND_Sliced_meat,FAV+MP,0,0,0,0,0,0.236,0.2045,0.5595,0,0,0,0
1841,FAV.25+MP.54,Cabbage_AND_Offal,Cabbage_AND_Offal,FAV+MP,0,0,0,0,0,0.2863,0.19835,0.51535,0,0,0,0
1842,FAV.25+FP.55,Cabbage_AND_canned_tuna_fish,Cabbage_AND_canned_tuna_fish,FAV+FP,0,0,0,0,0,0.31775,0.22135,0.4609,0,0,0,0
1843,FAV.25+FP.56,Cabbage_AND_freeze_fish,Cabbage_AND_freeze_fish,FAV+FP,0,0,0,0,0,0.3223,0.24315,0.4346,0,0,0,0
1844,FAV.25+FP.57,Cabbage_AND_fresh_fish,Cabbage_AND_fresh_fish,FAV+FP,0,0,0,0,0,0.30185,0.28115,0.417,0,0,0,0
1845,FAV.25+FP.58,Cabbage_AND_fish_flesh_salmon,Cabbage_AND_fish_flesh_salmon,FAV+FP,0,0,0,0,0,0.3134,0.21415,0.47245,0,0,0,0
1846,FAV.25+FP.59,Cabbage_AND_Fish_and_shellfish,Cabbage_AND_Fish_and_shellfish,FAV+FP,0,0,0,0,0,0.418,0.1723,0.4095,0,0,0,0
1847,FAV.25+EP.60,Cabbage_AND_Whole_egg,Cabbage_AND_Whole_egg,FAV+EP,0,0,0,0,0,0.36625,0.18625,0.4475,0,0,0,0
1848,FAV.25+EP.61,Cabbage_AND_Cooked_eggs,Cabbage_AND_Cooked_eggs,FAV+EP,0,0,0,0,0,0.3351,0.2214,0.4435,0,0,0,0
1849,FAV.25+EP.62,Cabbage_AND_Pickled_eggs,Cabbage_AND_Pickled_eggs,FAV+EP,0,0,0,0,0,0.3901,0.1621,0.44625,0,0,0,0
1850,FAV.25+EP.63,Cabbage_AND_Raw_eggs,Cabbage_AND_Raw_eggs,FAV+EP,0,0,0,0,0,0.3963,0.1662,0.4375,0,0,0,0
1851,FAV.25+SSG.64,Cabbage_AND_Sugar,Cabbage_AND_Sugar,FAV+SSG,0,0,0,0,0,0.007,0.1304,0.8626,0,0,0,0
1852,FAV.25+SSG.65,Cabbage_AND_Sweet_cream,Cabbage_AND_Sweet_cream,FAV+SSG,0,0,0,0,0,0.277,0.114,0.609,0,0,0,0
1853,FAV.25+SSG.66,Cabbage_AND_Chocolate_pudding,Cabbage_AND_Chocolate_pudding,FAV+SSG,0,0,0,0,0,0.031,0.12225,0.84675,0,0,0,0
1854,FAV.25+SSG.67,Cabbage_AND_Cakes,Cabbage_AND_Cakes,FAV+SSG,0,0,0,0,0,0.1195,0.11845,0.76205,0,0,0,0
1855,FAV.25+SSG.68,Cabbage_AND_Jelly,Cabbage_AND_Jelly,FAV+SSG,0,0,0,0,0,0.007,0.0933,0.8997,0,0,0,0
1856,FAV.25+SSG.69,Cabbage_AND_Mousse,Cabbage_AND_Mousse,FAV+SSG,0,0,0,0,0,0.093,0.12495,0.78205,0,0,0,0
1857,FAV.25+SSG.70,"Cabbage_AND_Other_dessert_wafers,etc.","Cabbage_AND_Other_dessert_wafers,etc.",FAV+SSG,0,0,0,0,0,0.082,0.1245,0.7935,0,0,0,0
1858,FAV.25+SS.71,Cabbage_AND_Condiments,Cabbage_AND_Condiments,FAV+SS,0,0,0,0,0,0.0233,0.14735,0.82935,0,0,0,0
1859,FAV.25+SS.72,Cabbage_AND_Canned_soup,Cabbage_AND_Canned_soup,FAV+SS,0,0,0,0,0,0.0094,0.168,0.8226,0,0,0,0
1860,FAV.25+SS.73,Cabbage_AND_Soup,Cabbage_AND_Soup,FAV+SS,0,0,0,0,0,0.0085,0.12145,0.8715,0,0,0,0
1861,FAV.25+BEV.74,Cabbage_AND_Cola_beverage,Cabbage_AND_Cola_beverage,FAV+BEV,0,0,0,0,0,0.008,0.0925,0.8995,0,0,0,0
1862,FAV.25+BEV.75,Cabbage_AND_Tea_beverage,Cabbage_AND_Tea_beverage,FAV+BEV,0,0,0,0,0,0.0071,0.204,0.7889,0,0,0,0
1863,FAV.25+BEV.76,Cabbage_AND_Fruit_juices_orange,Cabbage_AND_Fruit_juices_orange,FAV+BEV,0,0,0,0,0,0.007,0.19505,0.798,0,0,0,0
1864,FAV.25+RERW.77,Cabbage_AND_Food_from_conference,Cabbage_AND_Food_from_conference,FAV+RERW,0,0,0,0,0,0.07805,0.1684,0.75355,0,0,0,0
1865,FAV.25+RERW.78,Cabbage_AND_Food_from_hotel,Cabbage_AND_Food_from_hotel,FAV+RERW,0,0,0,0,0,0.228,0.2215,0.5505,0,0,0,0
1866,FAV.25+RERW.79,Cabbage_AND_Piece_of_pizza,Cabbage_AND_Piece_of_pizza,FAV+RERW,0,0,0,0,0,0.04,0.2125,0.7475,0,0,0,0
1867,FAV.25+RERW.80,Cabbage_AND_French_fries,Cabbage_AND_French_fries,FAV+RERW,0,0,0,0,0,0.155,0.116,0.729,0,0,0,0
1868,FAV.25+RERW.81,Cabbage_AND_Gravy_tomato_sauce,Cabbage_AND_Gravy_tomato_sauce,FAV+RERW,0,0,0,0,0,0.0103,0.1163,0.8734,0,0,0,0
1869,FAV.25+OT.82,Cabbage_AND_Plain_pasta,Cabbage_AND_Plain_pasta,FAV+OT,0,0,0,0,0,0.037,0.159,0.804,0,0,0,0
1870,FAV.25+OT.83,Cabbage_AND_Meat_pasta,Cabbage_AND_Meat_pasta,FAV+OT,0,0,0,0,0,0.077,0.1855,0.7375,0,0,0,0
1871,FAV.25+OT.84,Cabbage_AND_Rice,Cabbage_AND_Rice,FAV+OT,0,0,0,0,0,0.012,0.129,0.859,0,0,0,0
1872,FAV.25+OT.85,Cabbage_AND_Cafeteria_wastes_CW,Cabbage_AND_Cafeteria_wastes_CW,FAV+OT,0,0,0,0,0,0.027,0.174,0.799,0,0,0,0
1873,FAV.25+OT.86,Cabbage_AND_Tea,Cabbage_AND_Tea,FAV+OT,0,0,0,0,0,0.00705,0.206,0.78695,0,0,0,0
1874,FAV.25+OT.87,Cabbage_AND_Spent_coffee_grounds,Cabbage_AND_Spent_coffee_grounds,FAV+OT,0,0,0,0,0,0.3076,0.2884,0.404,0,0,0,0
1875,FAV.25+OT.88,Cabbage_AND_Chocolate,Cabbage_AND_Chocolate,FAV+OT,0,0,0,0,0,0.175,0.13145,0.69355,0,0,0,0
1876,FAV.26+FAV.27,Onion_spring_onion_AND_Pepper,Onion_spring_onion_AND_Pepper,FAV+FAV,0,0,0,0,0,0.0335,0.2515,0.7155,0,0,0,0
1877,FAV.26+FAV.28,Onion_spring_onion_AND_Spinach,Onion_spring_onion_AND_Spinach,FAV+FAV,0,0,0,0,0,0.05,0.384,0.566,0,0,0,0
1878,FAV.26+FAV.29,Onion_spring_onion_AND_Sweetcorn,Onion_spring_onion_AND_Sweetcorn,FAV+FAV,0,0,0,0,0,0.043,0.2365,0.72,0,0,0,0
1879,FAV.26+CCG.30,Onion_spring_onion_AND_Confectionary_CCG,Onion_spring_onion_AND_Confectionary_CCG,FAV+CCG,0,0,0,0,0,0.01945,0.2899,0.69065,0,0,0,0
1880,FAV.26+FAV.31,Onion_spring_onion_AND_Crushed_and_diced_tomatoes,Onion_spring_onion_AND_Crushed_and_diced_tomatoes,FAV+FAV,0,0,0,0,0,0.029,0.296,0.6755,0,0,0,0
1881,FAV.26+FAV.32,Onion_spring_onion_AND_Green_beans,Onion_spring_onion_AND_Green_beans,FAV+FAV,0,0,0,0,0,0.019,0.3295,0.6515,0,0,0,0
1882,FAV.26+FAV.33,Onion_spring_onion_AND_Bagged_lettuce_mixes,Onion_spring_onion_AND_Bagged_lettuce_mixes,FAV+FAV,0,0,0,0,0,0.02,0.33,0.65,0,0,0,0
1883,FAV.26+FAV.34,Onion_spring_onion_AND_Canned_peas,Onion_spring_onion_AND_Canned_peas,FAV+FAV,0,0,0,0,0,0.023,0.324,0.653,0,0,0,0
1884,FAV.26+FAV.35,Onion_spring_onion_AND_Canned_fruit,Onion_spring_onion_AND_Canned_fruit,FAV+FAV,0,0,0,0,0,0.006,0.1705,0.8235,0,0,0,0
1885,FAV.26+CP.36,Onion_spring_onion_AND_Breakfast_cereals,Onion_spring_onion_AND_Breakfast_cereals,FAV+CP,0,0,0,0,0,0.016,0.226,0.758,0,0,0,0
1886,FAV.26+CP.37,Onion_spring_onion_AND_Corn_flakes,Onion_spring_onion_AND_Corn_flakes,FAV+CP,0,0,0,0,0,0.0095,0.2234,0.7671,0,0,0,0
1887,FAV.26+CP.38,Onion_spring_onion_AND_Cheerios,Onion_spring_onion_AND_Cheerios,FAV+CP,0,0,0,0,0,0.0083,0.212,0.7797,0,0,0,0
1888,FAV.26+CP.39,Onion_spring_onion_AND_Cereal_bar,Onion_spring_onion_AND_Cereal_bar,FAV+CP,0,0,0,0,0,0.0335,0.2066,0.7599,0,0,0,0
1889,FAV.26+CP.40,Onion_spring_onion_AND_Quick_oats,Onion_spring_onion_AND_Quick_oats,FAV+CP,0,0,0,0,0,0.0395,0.2447,0.7158,0,0,0,0
1890,FAV.26+CP.41,Onion_spring_onion_AND_Oatmeal,Onion_spring_onion_AND_Oatmeal,FAV+CP,0,0,0,0,0,0.041,0.231,0.728,0,0,0,0
1891,FAV.26+BW.42,Onion_spring_onion_AND_White_bread,Onion_spring_onion_AND_White_bread,FAV+BW,0,0,0,0,0,0.0075,0.2225,0.77,0,0,0,0
1892,FAV.26+BW.43,Onion_spring_onion_AND_Sliced_bread,Onion_spring_onion_AND_Sliced_bread,FAV+BW,0,0,0,0,0,0.00775,0.22165,0.7706,0,0,0,0
1893,FAV.26+BW.44,Onion_spring_onion_AND_Flour,Onion_spring_onion_AND_Flour,FAV+BW,0,0,0,0,0,0.0105,0.2505,0.739,0,0,0,0
1894,FAV.26+BW.45,Onion_spring_onion_AND_Sandwich,Onion_spring_onion_AND_Sandwich,FAV+BW,0,0,0,0,0,0.097,0.204,0.699,0,0,0,0
1895,FAV.26+BW.46,Onion_spring_onion_AND_Crackers,Onion_spring_onion_AND_Crackers,FAV+BW,0,0,0,0,0,0.0555,0.2645,0.68,0,0,0,0
1896,FAV.26+MP.47,Onion_spring_onion_AND_Mixed_meat,Onion_spring_onion_AND_Mixed_meat,FAV+MP,0,0,0,0,0,0.3216,0.28585,0.39255,0,0,0,0
1897,FAV.26+MP.48,Onion_spring_onion_AND_Beef_cooked,Onion_spring_onion_AND_Beef_cooked,FAV+MP,0,0,0,0,0,0.3046,0.3315,0.3639,0,0,0,0
1898,FAV.26+MP.49,Onion_spring_onion_AND_Pork_cooked,Onion_spring_onion_AND_Pork_cooked,FAV+MP,0,0,0,0,0,0.28395,0.3111,0.40995,0,0,0,0
1899,FAV.26+MP.50,Onion_spring_onion_AND_Chicken_cooked,Onion_spring_onion_AND_Chicken_cooked,FAV+MP,0,0,0,0,0,0.342,0.28,0.378,0,0,0,0
1900,FAV.26+MP.51,Onion_spring_onion_AND_Lamb_cooked,Onion_spring_onion_AND_Lamb_cooked,FAV+MP,0,0,0,0,0,0.2779,0.304,0.4181,0,0,0,0
1901,FAV.26+MP.52,Onion_spring_onion_AND_Ham_scraps,Onion_spring_onion_AND_Ham_scraps,FAV+MP,0,0,0,0,0,0.30415,0.27735,0.4185,0,0,0,0
1902,FAV.26+MP.53,Onion_spring_onion_AND_Sliced_meat,Onion_spring_onion_AND_Sliced_meat,FAV+MP,0,0,0,0,0,0.2345,0.2835,0.482,0,0,0,0
1903,FAV.26+MP.54,Onion_spring_onion_AND_Offal,Onion_spring_onion_AND_Offal,FAV+MP,0,0,0,0,0,0.2848,0.27735,0.43785,0,0,0,0
1904,FAV.26+FP.55,Onion_spring_onion_AND_canned_tuna_fish,Onion_spring_onion_AND_canned_tuna_fish,FAV+FP,0,0,0,0,0,0.31625,0.30035,0.3834,0,0,0,0
1905,FAV.26+FP.56,Onion_spring_onion_AND_freeze_fish,Onion_spring_onion_AND_freeze_fish,FAV+FP,0,0,0,0,0,0.3208,0.32215,0.3571,0,0,0,0
1906,FAV.26+FP.57,Onion_spring_onion_AND_fresh_fish,Onion_spring_onion_AND_fresh_fish,FAV+FP,0,0,0,0,0,0.30035,0.36015,0.3395,0,0,0,0
1907,FAV.26+FP.58,Onion_spring_onion_AND_fish_flesh_salmon,Onion_spring_onion_AND_fish_flesh_salmon,FAV+FP,0,0,0,0,0,0.3119,0.29315,0.39495,0,0,0,0
1908,FAV.26+FP.59,Onion_spring_onion_AND_Fish_and_shellfish,Onion_spring_onion_AND_Fish_and_shellfish,FAV+FP,0,0,0,0,0,0.4165,0.2513,0.332,0,0,0,0
1909,FAV.26+EP.60,Onion_spring_onion_AND_Whole_egg,Onion_spring_onion_AND_Whole_egg,FAV+EP,0,0,0,0,0,0.36475,0.26525,0.37,0,0,0,0
1910,FAV.26+EP.61,Onion_spring_onion_AND_Cooked_eggs,Onion_spring_onion_AND_Cooked_eggs,FAV+EP,0,0,0,0,0,0.3336,0.3004,0.366,0,0,0,0
1911,FAV.26+EP.62,Onion_spring_onion_AND_Pickled_eggs,Onion_spring_onion_AND_Pickled_eggs,FAV+EP,0,0,0,0,0,0.3886,0.2411,0.36875,0,0,0,0
1912,FAV.26+EP.63,Onion_spring_onion_AND_Raw_eggs,Onion_spring_onion_AND_Raw_eggs,FAV+EP,0,0,0,0,0,0.3948,0.2452,0.36,0,0,0,0
1913,FAV.26+SSG.64,Onion_spring_onion_AND_Sugar,Onion_spring_onion_AND_Sugar,FAV+SSG,0,0,0,0,0,0.0055,0.2094,0.7851,0,0,0,0
1914,FAV.26+SSG.65,Onion_spring_onion_AND_Sweet_cream,Onion_spring_onion_AND_Sweet_cream,FAV+SSG,0,0,0,0,0,0.2755,0.193,0.5315,0,0,0,0
1915,FAV.26+SSG.66,Onion_spring_onion_AND_Chocolate_pudding,Onion_spring_onion_AND_Chocolate_pudding,FAV+SSG,0,0,0,0,0,0.0295,0.20125,0.76925,0,0,0,0
1916,FAV.26+SSG.67,Onion_spring_onion_AND_Cakes,Onion_spring_onion_AND_Cakes,FAV+SSG,0,0,0,0,0,0.118,0.19745,0.68455,0,0,0,0
1917,FAV.26+SSG.68,Onion_spring_onion_AND_Jelly,Onion_spring_onion_AND_Jelly,FAV+SSG,0,0,0,0,0,0.0055,0.1723,0.8222,0,0,0,0
1918,FAV.26+SSG.69,Onion_spring_onion_AND_Mousse,Onion_spring_onion_AND_Mousse,FAV+SSG,0,0,0,0,0,0.0915,0.20395,0.70455,0,0,0,0
1919,FAV.26+SSG.70,"Onion_spring_onion_AND_Other_dessert_wafers,etc.","Onion_spring_onion_AND_Other_dessert_wafers,etc.",FAV+SSG,0,0,0,0,0,0.0805,0.2035,0.716,0,0,0,0
1920,FAV.26+SS.71,Onion_spring_onion_AND_Condiments,Onion_spring_onion_AND_Condiments,FAV+SS,0,0,0,0,0,0.0218,0.22635,0.75185,0,0,0,0
1921,FAV.26+SS.72,Onion_spring_onion_AND_Canned_soup,Onion_spring_onion_AND_Canned_soup,FAV+SS,0,0,0,0,0,0.0079,0.247,0.7451,0,0,0,0
1922,FAV.26+SS.73,Onion_spring_onion_AND_Soup,Onion_spring_onion_AND_Soup,FAV+SS,0,0,0,0,0,0.007,0.20045,0.794,0,0,0,0
