"time","q_in","S_ch4","S_IC","S_IN","S_h2o","X_ch","X_pr","X_li","X_bac","S_gas_ch4","S_gas_co2"
0,4,0,0,0,960.5118,123.91850394,39.3223383,49.31233776,0,0,0
10,8,0,0,0,960.5118,123.91850394,39.3223383,49.31233776,0,0,0
30,4,0,0,0,960.5118,123.91850394,39.3223383,49.31233776,0,0,0
50,2,0,0,0,960.5118,123.91850394,39.3223383,49.31233776,0,0,0
70,4,0,0,0,960.5118,123.91850394,39.3223383,49.31233776,0,0,0
